"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","cell_type"
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","17/231","169/8292",0.100591715976331,3.61085068777376,5.80473166256549,4.3197308674286e-06,0.000609082052307433,0.000538829587147673,"91319/3310/23640/6400/7494/54431/81567/23645/3304/9709/6748/3326/3337/3301/811/3303/7184",17,"Ciliated epithelial"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","20/231","264/8292",0.0757575757575758,2.7194018103109,4.80607615460138,4.42644254935736e-05,0.00416085599639592,0.00368093643578138,"4129/10383/2770/1345/55630/4715/7494/64116/4128/1537/1337/4541/516/7295/801/1351/10376/4538/4540/4535",20,"Ciliated epithelial"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","13/231","132/8292",0.0984848484848485,3.53522235340417,4.97018928333953,7.42131326682153e-05,0.00523202585310918,0.00462855590588606,"155066/1345/528/4715/1537/9550/1337/4541/516/1351/4538/4540/4535",13,"Ciliated epithelial"
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","13/231","137/8292",0.0948905109489051,3.40619963977628,4.80723048705589,0.000108875683040643,0.00614058852349228,0.00543232355381736,"3310/2770/108/90993/148327/3304/3326/2288/2353/801/3875/3303/7184",13,"Ciliated epithelial"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","16/49","219/8292",0.0730593607305936,12.3634330444507,13.1393229180623,5.02290447068897e-14,7.03206625896456e-12,6.29184875802092e-12,"2938/196/6648/4541/4540/4512/4509/4535/2353/4508/4539/4537/4519/4513/4514/4538",16,"Ciliated/secretory epithelial"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","12/49","132/8292",0.0909090909090909,15.3840445269017,12.8434515774506,8.93691567325313e-12,6.25584097127719e-10,5.59733139535328e-10,"4541/4540/4512/4509/4535/4508/4539/4537/4519/4513/4514/4538",12,"Ciliated/secretory epithelial"
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","15/49","303/8292",0.0495049504950495,8.37744998989695,10.0864937913288,1.00515033125105e-10,4.69070154583824e-09,4.19694348838159e-09,"7052/6648/4541/10383/4540/4512/4509/4535/4508/4539/4537/4519/4513/4514/4538",15,"Ciliated/secretory epithelial"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","14/49","264/8292",0.053030303030303,8.97402597402597,10.1516065004035,1.94399020149505e-10,6.80396570523268e-09,6.0877587888924e-09,"4541/10383/4540/4512/4509/4535/7316/4508/4539/4537/4519/4513/4514/4538",14,"Ciliated/secretory epithelial"
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","14/49","269/8292",0.0520446096654275,8.80722251725969,10.036057690943,2.4937707782172e-10,6.98255817900815e-09,6.24755205490203e-09,"4541/10383/4540/4512/3304/4509/4535/4508/4539/4537/4519/4513/4514/4538",14,"Ciliated/secretory epithelial"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","9/70","71/8292",0.126760563380282,15.0156941649899,10.943221854042,6.30336261916941e-09,1.0715716452588e-06,8.36024936858259e-07,"3117/10437/3115/3122/972/3113/3123/811/3326",9,"Cycling/proliferating epithelial"
"Human Diseases","Immune disease","hsa05310","Asthma","6/70","29/8292",0.206896551724138,24.5083743842365,11.7008244185199,1.18632998094217e-07,1.00838048380085e-05,7.8672409262481e-06,"3117/3115/2207/3122/3113/3123",6,"Cycling/proliferating epithelial"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","12/70","219/8292",0.0547945205479452,6.49080234833659,7.59808474765404,2.35007497960677e-07,1.3317091551105e-05,1.03898051729983e-05,"3162/7422/4541/4257/4540/4512/4509/4539/4514/4513/4519/4537",12,"Cycling/proliferating epithelial"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","9/70","132/8292",0.0681818181818182,8.07662337662338,7.56191358902526,1.42924214969837e-06,6.07427913621805e-05,4.73906607531563e-05,"4541/4540/4512/4509/4539/4514/4513/4519/4537",9,"Cycling/proliferating epithelial"
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","10/70","200/8292",0.05,5.92285714285714,6.50231545638794,5.98871287331025e-06,0.000190793232711432,0.000148854162982294,"5166/4541/4540/4512/4509/4539/4514/4513/4519/4537",10,"Cycling/proliferating epithelial"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","65/1018","200/8292",0.325,2.64724950884086,8.82139249327003,2.50944972349878e-14,8.43175107095592e-12,5.81135725441824e-12,"3791/80310/2321/7424/2324/7450/3912/8516/3680/3910/1282/4233/3911/1284/5155/3672/3678/8503/857/3691/2889/7148/3655/1793/2012/3913/858/3673/9564/29780/5747/2013/9475/3915/6654/23396/10000/3688/5829/1499/10451/2335/54776/1398/5290/5595/81/55742/3693/394/2932/4659/25759/6655/6464/7057/2909/5599/10398/3480/331/2317/5879/1292/5906",65,"Endothelial"
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","61/1018","210/8292",0.29047619047619,2.36603985405557,7.50074312403518,3.65913933414074e-11,6.14735408135644e-09,4.23689817637349e-09,"3791/80310/2321/7424/3643/2324/285/7010/11069/10411/64411/9771/196883/25780/2247/57568/4233/5155/23236/9223/8503/2889/5600/5332/3397/4254/2149/9564/5899/9732/2776/2770/9693/10000/3688/9863/1499/10451/5335/2260/1942/25865/1500/4301/112/1398/23683/5290/5595/2771/1432/260425/6237/5587/7057/5898/2778/23094/3480/5879/5906",61,"Endothelial"
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","35/1018","92/8292",0.380434782608696,3.09878705048262,7.5726182127047,2.09029335917056e-10,2.21272704692511e-08,1.52506250101355e-08,"3643/1003/5787/54922/83439/57493/5797/4233/9411/7048/51701/7525/9475/7082/1499/2260/1500/5819/4301/64750/6934/5595/81/57154/1495/10163/1387/6885/2241/1459/10398/51176/3480/5879/5906",35,"Endothelial"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","48/1018","153/8292",0.313725490196078,2.5554143071767,7.26435365064138,2.63419886538704e-10,2.21272704692511e-08,1.52506250101355e-08,"3791/80310/2321/7424/2324/7450/3912/8516/3680/3910/55679/1282/4233/3911/1284/5155/3672/3678/8503/3691/7148/3655/2200/3384/3913/3673/29780/5747/10979/3915/10000/3688/5829/1499/2335/5290/81/55742/3693/2932/7057/3383/9459/3480/2317/5879/1292/3987",48,"Endothelial"
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","39/1018","114/8292",0.342105263157895,2.78657843035881,7.18524625749041,7.72076938115159e-10,5.18835702413387e-08,3.57593529232284e-08,"1003/7122/5175/11069/10411/58494/90952/6387/8503/5336/5600/83700/4313/9564/5747/83692/9475/2770/3688/5829/1499/10451/5335/1500/4301/5290/81/1495/4478/2771/7070/1432/394/50848/3383/2909/10398/5879/5906",39,"Endothelial"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","68/742","232/8292",0.293103448275862,3.27549028720141,11.0200456109913,1.32249642011311e-19,4.40391307897666e-17,3.67514794641959e-17,"2192/1634/22801/3908/1462/7060/7058/1277/1311/1293/1278/1286/2006/2199/1289/1281/1291/2200/1292/1290/8082/22795/633/287/3696/23500/9260/2274/8910/8572/7057/9672/6443/4811/2335/1284/6383/3693/1756/23345/64236/2273/2275/1282/7168/6711/7169/171024/114793/1465/27295/83660/79188/3672/25802/6444/10398/1287/4628/7414/3339/5339/9124/3688/23002/91010/7431/7171",68,"Fibroblast/stromal"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","54/742","200/8292",0.27,3.01730458221024,9.05295726333008,4.12100985498821e-14,6.86148140855537e-12,5.72603474587836e-12,"5156/22801/3908/7060/7058/1277/1311/1293/1278/1286/3479/1291/7148/1292/5063/56034/3696/5159/3910/3913/3912/7057/55742/2335/1284/3693/2012/1282/7423/4638/1956/5602/83660/5728/1793/87/5578/3672/3915/2013/894/10398/1287/7414/4660/5290/3611/10000/2316/3688/858/857/5595/6464",54,"Fibroblast/stromal"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","43/742","153/8292",0.281045751633987,3.14074308968871,8.37831484245052,4.06734539802852e-12,4.51475339181165e-10,3.76764626343694e-10,"5156/22801/3908/7060/7058/1277/1311/1293/1278/1286/3479/1291/2200/7148/1292/56034/3696/5159/718/3910/3913/3912/7057/55742/2335/1284/3693/1282/7423/10979/1956/83660/87/3672/3915/894/1287/7414/5290/3611/10000/2316/3688",43,"Fibroblast/stromal"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","46/742","200/8292",0.23,2.57029649595687,7.04694134639753,1.21486791831103e-09,1.01137754199393e-07,8.44013501142401e-08,"1634/4060/2719/1277/1278/117581/4313/3479/3481/5727/2099/287/2247/22808/2260/7078/3316/8321/7057/7482/2817/2335/6383/3693/6237/1956/2549/7074/967/5578/8322/7042/2017/4660/5290/3339/10000/2316/10818/3688/1514/858/5566/857/5595/5781",46,"Fibroblast/stromal"
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","26/742","89/8292",0.292134831460674,3.26466579847966,6.73355951891707,3.19098981822772e-08,2.12519921893966e-06,1.77351855160446e-06,"22801/3908/7060/7058/1277/1311/1293/1278/1286/1291/7148/1292/3696/3910/3913/3912/7057/2335/1284/3693/1282/3672/3915/1287/3339/3688",26,"Fibroblast/stromal"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","58/536","177/8292",0.327683615819209,5.06931444472553,14.3856858915494,1.19581854632676e-26,3.85053571917216e-24,2.78185156566541e-24,"929/3553/7097/2209/4360/2212/2207/3687/64581/2213/3122/3113/3117/3115/3123/3127/3119/2214/3606/7099/7096/3111/1520/972/3108/718/3109/1509/4261/6850/3656/3684/637/7124/1051/4790/3689/3460/3717/64170/9114/3459/8767/535/10892/533/7879/527/537/4615/4046/3920/3587/5878/3329/3588/10312/387",58,"Macrophages"
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","64/536","252/8292",0.253968253968254,3.92892679459844,12.4121700048497,1.81060408868909e-22,2.87931266185185e-20,2.08018338760791e-20,"929/4069/7097/4973/2209/4481/1536/4360/2212/4688/64581/2213/3122/3113/3117/3115/3123/3127/3119/2214/7099/7096/3111/1520/3108/718/3109/1508/1509/6850/1514/3684/526/4689/653361/6810/8417/10533/3689/1535/9114/9296/10376/535/4074/528/27342/533/64422/7879/11337/527/537/89849/8773/967/523/60/3920/5878/10312/7405/81631/5879",64,"Macrophages"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","38/536","90/8292",0.422222222222222,6.5318407960199,13.8706878154403,2.68258943650793e-22,2.87931266185185e-20,2.08018338760791e-20,"3553/7097/6349/942/6348/2921/3576/2920/3122/3113/3117/3115/3123/3127/3119/3606/7099/3111/10673/3108/8741/3109/1514/3383/526/54/7124/3689/7422/9114/9296/535/528/533/527/537/523/10312",38,"Macrophages"
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","34/536","74/8292",0.459459459459459,7.10790641387656,13.8736942020323,1.58955587539385e-21,1.27959247969205e-19,9.24452232794843e-20,"3553/7097/2209/1536/2212/4688/3122/3113/3117/3115/3123/3127/3119/2214/7099/3111/3108/718/3109/3684/5743/4689/4792/7124/653361/4790/3689/1535/3460/3717/3459/5777/4615/4793",34,"Macrophages"
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome biogenesis","60/536","247/8292",0.242914979757085,3.75793099280923,11.5674012317363,4.73352843614232e-20,3.04839231287566e-18,2.20233638818411e-18,"968/51296/1522/5641/1520/1508/1509/5660/1514/23312/4126/3988/4125/2717/2760/526/1512/10577/4668/57192/54/427/3073/1200/1075/8905/5538/9516/55207/2548/7805/1777/3074/8673/5476/9114/9296/535/4074/162/528/2799/533/7879/2720/527/4758/537/26088/2990/28962/2519/26258/967/523/84572/9907/3920/10312/1175",60,"Macrophages"
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","27/436","132/8292",0.204545454545455,3.89011676396998,7.88502800505072,7.35427720098445e-10,2.32395159551109e-07,1.72631980612582e-07,"1435/4286/695/5594/7006/4790/4792/4772/2354/8061/4689/5971/5336/6850/3708/489/7305/4791/8878/2355/5290/1540/6688/23118/3460/488/3937",27,"Mast cells"
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","18/436","66/8292",0.272727272727273,5.18682235195997,8.04466778494351,4.39112385070544e-09,6.93797568411459e-07,5.15379273003848e-07,"2206/240/2205/695/5594/2207/5578/241/7409/5336/6850/10451/5880/5290/27040/5606/4067/3937",18,"Mast cells"
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","20/436","102/8292",0.196078431372549,3.72908796546141,6.53313502459046,2.55493123245996e-07,2.6911942315245e-05,1.99912163101253e-05,"695/5743/4790/4792/597/3383/330/5579/5971/5336/6850/4791/27040/1540/4067/23118/7187/329/4616/23085",20,"Mast cells"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","17/436","81/8292",0.209876543209877,3.99150526673462,6.373532723987,7.47007205331362e-07,5.90135692211776e-05,4.38375281023404e-05,"933/695/5594/4790/4792/4772/7409/5579/5336/6850/10451/5880/118788/5290/4067/4793/5777",17,"Mast cells"
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","21/436","123/8292",0.170731707317073,3.24703513090177,5.91458033358113,1.43104317219309e-06,7.79229348159592e-05,5.78841254628877e-05,"5058/5594/7462/2207/4772/5578/3383/673/7409/5579/5336/6850/7305/10451/5880/5290/27040/3460/3937/5777/8743",21,"Mast cells"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","19/86","71/8292",0.267605633802817,25.8021618080576,21.4853935755687,1.37994163091692e-22,2.64948793136048e-20,1.84476407501525e-20,"3117/1520/3113/3122/3108/5641/3123/3119/972/1508/3115/10437/3127/3304/3310/3303/3320/3326/3312",19,"Mast cells - myeloid-associated"
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","12/86","53/8292",0.226415094339623,21.8306274681878,15.5736339414688,1.32668722050522e-13,1.27361973168501e-11,8.86785668442962e-12,"2212/714/713/712/3117/3113/3122/3108/3123/3119/3115/3127",12,"Mast cells - myeloid-associated"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","14/86","90/8292",0.155555555555556,14.9984496124031,13.6687322845145,2.67387754081899e-13,1.71128162612416e-11,1.19151736029478e-11,"3576/3117/3113/3122/6348/3108/3123/3119/6347/3115/3127/6349/3553/2353",14,"Mast cells - myeloid-associated"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","14/86","92/8292",0.152173913043478,14.6723963599596,13.4995270785203,3.6666080304532e-13,1.75997185461753e-11,1.22541899965146e-11,"2359/2212/2213/714/713/712/3117/3113/3122/3108/3123/3119/3115/3127",14,"Mast cells - myeloid-associated"
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","10/86","42/8292",0.238095238095238,22.9568106312292,14.603395729494,9.45997599757923e-12,3.63263078307043e-10,2.52929884566855e-10,"3117/3113/3122/3108/3123/3119/3115/3127/3329/3553",10,"Mast cells - myeloid-associated"
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","13/47","200/8292",0.065,11.4676595744681,11.3134147212711,4.33631205223135e-11,3.94604396753053e-09,3.19517730164415e-09,"1281/1278/4512/4539/4540/4509/4514/4538/4537/4513/4519/4535/4536",13,"Mixed mast-epithelial / doublet-like"
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","11/47","132/8292",0.0833333333333333,14.7021276595745,11.9808312783593,1.16973228804784e-10,5.32228191061769e-09,4.30954000859732e-09,"4512/4539/4540/4509/4514/4538/4537/4513/4519/4535/4536",11,"Mixed mast-epithelial / doublet-like"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","12/47","264/8292",0.0454545454545455,8.01934235976789,8.75088070002533,1.63707986003047e-08,4.9658089087591e-07,4.02089790182923e-07,"6571/4512/4539/4540/4509/4514/4538/4537/4513/4519/4535/4536",12,"Mixed mast-epithelial / doublet-like"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","11/47","219/8292",0.0502283105022831,8.86155639755173,8.90164298201445,2.56351772401025e-08,5.83200282212333e-07,4.72226949159784e-07,"4512/4539/4540/4509/4514/4538/4537/4513/4519/4535/4536",11,"Mixed mast-epithelial / doublet-like"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","11/47","229/8292",0.0480349344978166,8.47458886927437,8.65991795792783,4.06829674624016e-08,7.4043000781571e-07,5.99538467866972e-07,"4512/4539/4540/4509/4514/4538/4537/4513/4519/4535/4536",11,"Mixed mast-epithelial / doublet-like"
"Genetic Information Processing","Translation","hsa03010","Ribosome","32/198","173/8292",0.184971098265896,7.74636538798388,14.0247811404492,4.23446627347974e-20,9.86630641720778e-18,7.84490593823614e-18,"6231/6232/6188/6206/6181/6235/6144/6210/6233/6189/6137/6230/6161/6208/6156/6158/6170/6228/6223/6164/6227/3921/6224/6169/2197/6134/6167/6166/6135/6143/6217/6207",32,"Naive/memory T cells"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","35/198","228/8292",0.153508771929825,6.42876129718235,13.0001200478032,3.55516564674144e-19,4.14176797845377e-17,3.29320607277102e-17,"5579/5295/6231/6232/6188/6206/6181/6235/6144/6210/6233/6189/6137/3716/6230/6161/6208/6156/6158/6170/6228/6223/6164/6227/3921/6224/6169/2197/6134/6167/6166/6135/6143/6217/6207",35,"Naive/memory T cells"
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","17/198","123/8292",0.138211382113821,5.78812515397881,8.36735228185073,4.33701555518923e-09,3.3684154145303e-07,2.67829732530984e-07,"919/3384/2534/3106/3932/10870/3689/3683/7535/962/27040/5880/5579/5295/3105/3107/3133",17,"Naive/memory T cells"
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","18/198","157/8292",0.114649681528662,4.80138969310944,7.52086673117421,3.05222460271187e-08,1.77792083107966e-06,1.41366192125602e-06,"6402/6693/3384/3106/5788/940/3689/923/3683/29851/3385/6404/914/3134/3676/3105/3107/3133",18,"Naive/memory T cells"
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","21/198","221/8292",0.0950226244343891,3.97943233237351,7.021347089104,5.81985461708505e-08,2.71205225156163e-06,2.15640928969888e-06,"917/3106/916/915/3561/3932/3689/3683/896/3560/2113/472/5295/3134/894/567/7040/3105/3107/3716/3133",21,"Naive/memory T cells"
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","30/996","108/8292",0.277777777777778,2.31258366800536,5.07278875777254,6.37247640475389e-06,0.00217938693042583,0.00197882162042358,"79902/64901/80145/100101267/23534/51068/5976/23039/11097/9883/2733/51808/81929/53371/8021/10921/23633/79228/3841/4686/6613/57510/8563/23165/55705/7514/65110/30000/5411/348995",30,"Neuroendocrine"
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","40/996","168/8292",0.238095238095238,1.98221457257602,4.75189429030384,1.29065719980973e-05,0.00220702381167463,0.00200391512602036,"100506658/5522/1364/776/3993/9073/57180/153562/8777/5584/4301/9069/51422/92359/1740/2017/1365/23513/653857/5516/10207/154810/54566/5565/7082/140465/1366/5520/4628/71/5601/9223/6714/5567/56288/1019/50848/4217/5581/5599",40,"Neuroendocrine"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","37/996","155/8292",0.238709677419355,1.98732996502138,4.58444453808085,2.54688953281297e-05,0.00290345406740678,0.00263625407782395,"4041/245973/84219/27330/7976/3667/201163/729438/6199/5170/7249/207/7855/58528/64223/57521/1978/6196/673/8131/9706/8408/7248/3480/23175/96459/51606/81929/208/9894/79726/8323/3265/2932/6198/64798/1855",37,"Neuroendocrine"
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","59/996","296/8292",0.199324324324324,1.65943503744709,4.26846962736899,4.76308359133049e-05,0.00401107072436886,0.00364193863862362,"3785/253559/57502/91584/10381/5789/57731/6334/287/4685/22871/6712/26047/23426/4897/4133/8976/57180/5802/5817/8777/1525/23705/5584/4301/22829/5170/117178/23114/57522/137970/207/5792/4155/10458/999/653857/9788/25945/8500/7204/7082/140465/8541/23085/4628/71/208/5601/9223/6714/23607/56288/5058/50848/2932/10298/9564/5599",59,"Neuroendocrine"
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","30/996","120/8292",0.25,2.08132530120482,4.40832416793792,5.86413848591938e-05,0.00401107072436886,0.00364193863862362,"8660/3667/5522/90993/2309/5523/6199/5170/51422/7249/29904/207/6885/57521/1978/10645/5516/8408/7248/5565/3480/3156/5520/208/6319/2194/31/148327/6198/6720",30,"Neuroendocrine"
